title,authors,affiliation,venue,year,latitude,longitude
"Machine Learning: EMCL 2001, 12th European Conference on Machine Learning, Freiburg, Germany, September 5-7, 2001, Proceedings","Luc De Raedt, Peter A. Flach","['ECML', 'Lecture Notes in Computer Science']","['ECML', 'Lecture Notes in Computer Science']",2001,,
SPECT Heart.,"Krzysztof J. Cios, Lukasz A. Kurgan, Lucy S. Goodenday",UCI Machine Learning Repository,UCI Machine Learning Repository,2001,,
SPECTF Heart.,"Krzysztof J. Cios, Lukasz A. Kurgan, Lucy S. Goodenday",UCI Machine Learning Repository,UCI Machine Learning Repository,2001,,
E. Coli Genes.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2001,,
M. Tuberculosis Genes.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2001,,
"Machine Learning: ECML 2000, 11th European Conference on Machine Learning, Barcelona, Catalonia, Spain, May 31 - June 2, 2000, Proceedings","Ramón López de Mántaras, Enric Plaza","['ECML', 'Lecture Notes in Computer Science']","['ECML', 'Lecture Notes in Computer Science']",2000,,
Entree Chicago Recommendation Data.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2000,,
Insurance Company Benchmark (COIL 2000).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,2000,,
Synthetic Control Chart Time Series.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
EEG Database.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Haberman&apos;s Survival.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Spambase.,"Mark Hopkins, Erik Reeber, George Forman, Jaap Suermondt",UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Australian Sign Language signs.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Pseudo Periodic Synthetic Time Series.,"Eamonn J. Keogh, Michael J. Pazzani",UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Robot Execution Failures.,"Luís Seabra Lopes, Luis M. Camarinha-Matos",UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
CMU Face Images.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Twenty Newsgroups.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Corel Image Features.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
IPUMS Census Database.,"Steven Ruggles, Matthew Sobek",UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Pioneer-1 Mobile Robot Data.,"Matthew D. Schmill, Paul R. Cohen",UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
Movie.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1999,,
"Machine Learning: ECML-98, 10th European Conference on Machine Learning, Chemnitz, Germany, April 21-23, 1998, Proceedings","Claire Nedellec, Céline Rouveirol","['ECML', 'Lecture Notes in Computer Science']","['ECML', 'Lecture Notes in Computer Science']",1998,,
Pen-Based Recognition of Handwritten Digits.,"Ethem Alpaydin, Fevzi Alimoglu",UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
Optical Recognition of Handwritten Digits.,"Ethem Alpaydin, Cenk Kaynak",UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
Covertype.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
Anonymous Microsoft Web Data.,"Jack S. Breese, David Heckerman, Carl Myers Kadie",UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
Internet Advertisements.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
KDD Cup 1998 Data.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
Syskill and Webert Web Page Ratings.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
KDD Cup 1999 Data.,"Salvatore J. Stolfo, Wei Fan 0001, Wenke Lee, Andreas L. Prodromidis, Philip Chan 0001",UCI Machine Learning Repository,UCI Machine Learning Repository,1998,,
"Machine Learning: ECML-97, 9th European Conference on Machine Learning, Prague, Czech Republic, April 23-25, 1997, Proceedings","Maarten van Someren, Gerhard Widmer","['ECML', 'Lecture Notes in Computer Science']","['ECML', 'Lecture Notes in Computer Science']",1997,,
Car Evaluation.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1997,,
Arrhythmia.,"H. Guvenir, Burak Acar, Haldun Muderrisoglu, R. Quinlan",UCI Machine Learning Repository,UCI Machine Learning Repository,1997,,
Dermatology.,"Nilsel Ilter, H. Altay Güvenir",UCI Machine Learning Repository,UCI Machine Learning Repository,1997,,
Reuters-21578 Text Categorization Collection.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1997,,
Contraceptive Method Choice.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1997,,
Teaching Assistant Evaluation.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1997,,
Nursery.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1997,,
Adult.,"Barry G. Becker, Ronny Kohavi",UCI Machine Learning Repository,UCI Machine Learning Repository,1996,,
Census Income.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1996,,
Yeast.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1996,,
Ecoli.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1996,,
"Machine Learning: ECML-95, 8th European Conference on Machine Learning, Heraclion, Crete, Greece, April 25-27, 1995, Proceedings","Nada Lavrac, Stefan Wrobel","['ECML', 'Lecture Notes in Computer Science']","['ECML', 'Lecture Notes in Computer Science']",1995,,
"Machine Learning, Proceedings of the Twelfth International Conference on Machine Learning, Tahoe City, California, USA, July 9-12, 1995","Armand Prieditis, Stuart Russell 0001",ICML,ICML,1995,20.86788495,-86.8678815569549
Cylinder Bands.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1995,,
Mobile Robots.,"Volker Klingspor, Katharina Morik, Anke D. Rieger",UCI Machine Learning Repository,UCI Machine Learning Repository,1995,,
Page Blocks Classification.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1995,,
Abalone.,"Warwick Nash, Tracy Sellers, Simon Talbot, Andrew Cawthorn, Wes Ford",UCI Machine Learning Repository,UCI Machine Learning Repository,1995,,
Connect-4.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1995,,
Breast Cancer Wisconsin (Diagnostic).,"William H. Wolberg, Olvi L. Mangasarian, W. Nick Street",UCI Machine Learning Repository,UCI Machine Learning Repository,1995,,
Breast Cancer Wisconsin (Prognostic).,"William H. Wolberg, W. Nick Street, Olvi L. Mangasarian",UCI Machine Learning Repository,UCI Machine Learning Repository,1995,,
"Machine Learning: ECML-94, European Conference on Machine Learning, Catania, Italy, April 6-8, 1994, Proceedings","Francesco Bergadano, Luc De Raedt","['ECML', 'Lecture Notes in Computer Science']","['ECML', 'Lecture Notes in Computer Science']",1994,,
"Machine Intelligence 13, Machine Intelligence and Inductive Learning, Loch Lomond, UK, 1992","Koichi Furukawa, Donald Michie, Stephen H. Muggleton",Machine Intelligence 13,Machine Intelligence 13,1994,,
Chess (King-Rook vs. King).,"Michael Bain 0001, Arthur Hoff",UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Musk (Version 1).,"David Chapman, Ajay N. Jain",UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Musk (Version 2).,"David Chapman, Ajay N. Jain",UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
ISOLET.,"Ronald A. Cole, Mark A. Fanty",UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Badges.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Statlog (German Credit Data).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Document Understanding.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Trains.,"Ryszard S. Michalski, Robert E. Stepp",UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Moral Reasoner.,"T. R. Shultz, J. M. Daley",UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Balance Scale.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1994,,
Strategic Directions in Machine Learning.,"Stephen Jose Hanson, Werner Remmele, Ronald L. Rivest",Machine Learning - From Theory to Applications,Machine Learning - From Theory to Applications,1993,,
"Machine Learning: ECML-93, European Conference on Machine Learning, Vienna, Austria, April 5-7, 1993, Proceedings",Unknown Author,"['ECML', 'Lecture Notes in Computer Science']","['ECML', 'Lecture Notes in Computer Science']",1993,,
Machine Learning: From Theory to Applications - Cooperative Research at Siemens and MIT,"Stephen Jose Hanson, Werner Remmele, Ronald L. Rivest","['Machine Learning - From Theory to Applications', 'Lecture Notes in Computer Science']","['Machine Learning - From Theory to Applications', 'Lecture Notes in Computer Science']",1993,,
Challenger USA Space Shuttle O-Ring.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1993,,
Water Treatment Plant.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1993,,
Auto MPG.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1993,,
Statlog (Landsat Satellite).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1993,,
Post-Operative Patient.,"Sharon Summers, Linda K. Woolery",UCI Machine Learning Repository,UCI Machine Learning Repository,1993,,
Servo.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1993,,
Student Loan Relational.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
Statlog Project.,"Cao Feng, A. Sutherland, S. King, Stephen H. Muggleton, Bob Henery",UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
Artificial Characters.,"H. Guvenir, Burak Acar, Haldun Muderrisoglu",UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
Lung Cancer.,"Z. Q. Hong, J. Y. Yang",UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
Quadruped Mammals.,"Pat Langley, Douglas H. Fisher",UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
Japanese Credit Screening.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
MONK&apos;s Problems.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
Breast Cancer Wisconsin (Original).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1992,,
Wine.,"Stefan Aeberhard, M. Forina",UCI Machine Learning Repository,UCI Machine Learning Repository,1991,,
Tic-Tac-Toe Endgame.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1991,,
Othello Domain Theory.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1991,,
"Machine Learning, Proceedings of the Seventh International Conference on Machine Learning, Austin, Texas, USA, June 21-23, 1990","Bruce W. Porter, Raymond J. Mooney",ICML,ICML,1990,20.86788495,-86.8678815569549
Mechanical Analysis.,"Francesco Bergadano, Attilio Giordana, Lorenza Saitta",UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
Lenses.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
Zoo.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
Molecular Biology (Promoter Gene Sequences).,"C. Harley, R. Reynolds, Michiel O. Noordewier",UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
Kinship.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
Pittsburgh Bridges.,"Yoram Reich, Steven J. Fenves",UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
Function Finding.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
Letter Recognition.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1990,,
"Knowledge Representation and Organization in Machine Learning [Workshop, 1987, Schloß Ehringerfeld, Germany]",Unknown Author,"['Knowledge Representation and Organization in Machine Learning', 'Lecture Notes in Computer Science']","['Knowledge Representation and Organization in Machine Learning', 'Lecture Notes in Computer Science']",1989,,
Cloud.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1989,,
Hayes-Roth.,"Barbara Hayes-Roth, Frederick Hayes-Roth",UCI Machine Learning Repository,UCI Machine Learning Repository,1989,,
Horse Colic.,"Mary McLeish, Matthew Cecile",UCI Machine Learning Repository,UCI Machine Learning Repository,1989,,
Chess (King-Rook vs. King-Pawn).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1989,,
"Machine Learning, Proceedings of the Fifth International Conference on Machine Learning, Ann Arbor, Michigan, USA, June 12-14, 1988",Unknown Author,ICML,ICML,1988,20.86788495,-86.8678815569549
LED Display Domain.,"Leo Breiman, J. H. Friedman, Richard A. Olshen, C. J. Stone",UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
Waveform Database Generator (Version 1).,"Leo Breiman, C. J. Stone",UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
Waveform Database Generator (Version 2).,"Leo Breiman, C. J. Stone",UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
Iris.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
Heart Disease.,"András Jánosi, William Steinbrunn, Matthias Pfisterer, Robert Detrano",UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
University.,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
Soybean (Large).,"Ryszard S. Michalski, R. L. Chilausky",UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
Chess (King-Rook vs. King-Knight).,Unknown Author,UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
Ionosphere.,"V. Sigillito, S. Wing, L. Hutton, K. Baker",UCI Machine Learning Repository,UCI Machine Learning Repository,1988,,
